SRR072233.4537	403nt	1.3e-196	354	354	1	-	100.00%	NC_000915.1	1132454	1132807
SRR072233.4047	445nt	1.7e-203	391	391	1	-	98.22%	NC_000915.1	490434	490827
SRR072233.4454	498nt	3.9e-242	446	1	446	+	99.55%	NC_000915.1	171820	172265
SRR072233.4055	401nt	4.1e-178	348	348	1	-	98.86%	NC_000915.1	508577	508924
SRR072233.4463	754nt	1.3e-49	106	1	106	+	99.07%	NC_000915.1	356436	356542
SRR072233.4343	548nt	1.6e-81	220	494	275	-	94.14%	NC_000915.1	166245	166461
SRR072233.4200	618nt	5.4e-78	174	174	1	-	96.55%	NC_000915.1	818763	818933
SRR072233.4094	410nt	8.2e-191	363	363	1	-	99.18%	NC_000915.1	1499729	1500092
SRR072233.4804	487nt	7.2e-110	234	203	436	+	97.87%	NC_000915.1	469441	469672
SRR072233.4264	480nt	2.5e-72	187	421	235	-	94.15%	NC_000915.1	666679	666863
SRR072233.4748	504nt	9.8e-139	272	274	3	-	98.53%	NC_000915.1	1451742	1452012
SRR072233.4750	559nt	8.8e-281	507	1	507	+	99.61%	NC_000915.1	653763	654271
SRR072233.4661	509nt	2.6e-206	389	494	106	-	99.23%	NC_000915.1	1267067	1267458
SRR072233.4754	548nt	1.6e-55	172	1	172	+	91.38%	NC_000915.1	1182191	1182360
SRR072233.4977	536nt	4.3e-268	485	485	1	-	99.79%	NC_000915.1	1271747	1272230
SRR072233.4993	390nt	2.6e-168	338	1	338	+	98.53%	NC_000915.1	1468000	1468336
SRR072233.5203	506nt	6.8e-207	391	65	455	+	98.73%	NC_000915.1	23243	23636
SRR072233.4490	402nt	1.8e-65	166	1	166	+	95.21%	NC_000915.1	1531887	1532050
SRR072233.4857	472nt	5.8e-237	427	427	1	-	99.77%	NC_000915.1	596361	596787
SRR072233.5121	502nt	2.8e-243	447	1	447	+	99.55%	NC_000915.1	1418336	1418784
SRR072233.4787	453nt	9.2e-217	398	1	398	+	99.50%	NC_000915.1	445209	445604
SRR072233.4787	453nt	9.2e-217	398	398	1	-	99.50%	NC_000915.1	1476538	1476933
SRR072233.5313	416nt	9.5e-172	343	16	358	+	97.98%	NC_000915.1	615949	616291
SRR072233.4376	482nt	1.7e-181	412	1	412	+	95.43%	NC_000915.1	1161502	1161912
SRR072233.5237	498nt	1.3e-33	119	119	1	-	90.83%	NC_000915.1	293159	293274
SRR072233.5401	488nt	1.0e-41	107	159	265	+	97.20%	NC_000915.1	666794	666897
SRR072233.5407	435nt	5.8e-207	384	1	384	+	99.48%	NC_000915.1	361373	361758
SRR072233.4874	529nt	1.8e-263	476	476	1	-	99.79%	NC_000915.1	323829	324305
SRR072233.5019	446nt	8.0e-102	210	1	210	+	98.58%	NC_000915.1	343831	344039
SRR072233.5148	449nt	3.9e-171	328	391	64	-	99.09%	NC_000915.1	1327158	1327488
SRR072233.4889	515nt	3.5e-235	462	462	1	-	97.62%	NC_000915.1	1566619	1567078
SRR072233.5471	512nt	5.8e-14	59	1	59	+	90.00%	NC_000915.1	170588	170647
SRR072233.5471	512nt	3.1e-12	44	155	198	+	93.18%	NC_000915.1	1256620	1256663
SRR072233.5471	512nt	3.3e-250	464	464	1	-	99.14%	NC_000915.1	141305	141769
SRR072233.5471	512nt	5.8e-14	59	59	1	-	90.00%	NC_000915.1	170094	170153
SRR072233.4892	466nt	3.7e-201	386	386	1	-	98.96%	NC_000915.1	1346942	1347324
SRR072233.5513	523nt	1.8e-36	113	477	365	-	92.92%	NC_000915.1	589659	589768
SRR072233.4399	294nt	2.3e-134	246	246	1	-	100.00%	NC_000915.1	1610784	1611029
SRR072233.5702	500nt	1.3e-245	445	445	1	-	99.78%	NC_000915.1	1537296	1537741
SRR072233.5532	483nt	2.8e-228	427	427	1	-	99.30%	NC_000915.1	206905	207334
SRR072233.5543	276nt	4.4e-39	112	112	1	-	92.11%	NC_000915.1	1487502	1487613
SRR072233.5490	363nt	7.1e-165	313	1	313	+	99.36%	NC_000915.1	683552	683862
SRR072233.5272	513nt	1.4e-204	389	1	389	+	99.23%	NC_000915.1	979159	979544
SRR072233.5278	813nt	1.4e-23	76	1	76	+	93.51%	NC_000915.1	329633	329707
SRR072233.5824	357nt	6.9e-165	309	309	1	-	99.35%	NC_000915.1	670261	670568
SRR072233.6006	461nt	4.9e-230	412	1	412	+	100.00%	NC_000915.1	520681	521092
SRR072233.5838	392nt	1.8e-184	346	1	346	+	99.42%	NC_000915.1	1478139	1478484
SRR072233.5838	392nt	1.8e-184	346	346	1	-	99.42%	NC_000915.1	443658	444003
SRR072233.5857	521nt	8.9e-251	471	471	1	-	98.95%	NC_000915.1	1497404	1497876
SRR072233.5569	522nt	1.6e-159	317	317	1	-	98.42%	NC_000915.1	1661284	1661597
SRR072233.6025	446nt	4.0e-223	400	400	1	-	100.00%	NC_000915.1	1077427	1077826
SRR072233.5072	592nt	1.2e-231	438	1	438	+	99.09%	NC_000915.1	1470617	1471053
SRR072233.6039	407nt	5.5e-73	180	170	349	+	96.70%	NC_000915.1	188027	188204
SRR072233.6301	431nt	1.2e-204	380	1	380	+	99.48%	NC_000915.1	1374801	1375182
SRR072233.6129	498nt	5.6e-241	450	450	1	-	99.34%	NC_000915.1	898590	899040
SRR072233.6048	503nt	2.3e-210	409	452	44	-	98.79%	NC_000915.1	923226	923637
SRR072233.5758	466nt	7.2e-188	360	1	360	+	99.17%	NC_000915.1	1131496	1131852
SRR072233.5361	440nt	4.7e-189	359	359	1	-	99.17%	NC_000915.1	925936	926297
SRR072233.6337	415nt	9.1e-187	362	362	1	-	98.90%	NC_000915.1	1390333	1390696
SRR072233.6341	559nt	2.7e-221	430	436	7	-	98.61%	NC_000915.1	1559798	1560225
SRR072233.6434	409nt	2.8e-127	261	98	358	+	97.36%	NC_000915.1	595194	595457
SRR072233.6369	527nt	9.4e-169	324	402	79	-	99.08%	NC_000915.1	1140730	1141056
SRR072233.6245	579nt	1.7e-256	479	1	479	+	99.37%	NC_000915.1	759498	759973
SRR072233.6271	587nt	1.1e-287	539	1	539	+	99.26%	NC_000915.1	1430838	1431374
SRR072233.6271	587nt	1.2e-15	62	330	391	+	90.48%	NC_000915.1	1427626	1427688
SRR072233.6806	499nt	2.0e-203	386	1	386	+	99.22%	NC_000915.1	463099	463483
SRR072233.6285	507nt	1.6e-252	458	1	458	+	99.78%	NC_000915.1	542533	542989
SRR072233.6291	473nt	4.8e-178	334	53	386	+	99.40%	NC_000915.1	1509262	1509597
SRR072233.6665	547nt	2.9e-284	526	1	526	+	99.24%	NC_000915.1	649581	650108
SRR072233.6291	473nt	1.7e-06	40	114	75	-	90.24%	NC_000915.1	931849	931889
SRR072233.6293	476nt	2.8e-213	423	1	423	+	97.64%	NC_000915.1	1049895	1050315
SRR072233.6099	523nt	2.1e-255	463	1	463	+	99.78%	NC_000915.1	146681	147142
SRR072233.6466	499nt	3.0e-213	409	1	409	+	98.78%	NC_000915.1	974767	975174
SRR072233.6690	563nt	2.2e-296	561	1	561	+	99.11%	NC_000915.1	477890	478447
SRR072233.6471	459nt	7.3e-147	280	1	280	+	98.93%	NC_000915.1	485047	485327
SRR072233.6100	393nt	2.3e-187	345	1	345	+	99.71%	NC_000915.1	1308566	1308909
SRR072233.6920	461nt	5.1e-215	412	1	412	+	99.03%	NC_000915.1	1177821	1178232
SRR072233.6920	461nt	5.1e-215	412	412	1	-	99.03%	NC_000915.1	515831	516242
SRR072233.6927	514nt	2.7e-124	256	103	358	+	98.05%	NC_000915.1	891066	891318
SRR072233.6934	497nt	9.3e-247	448	1	448	+	99.56%	NC_000915.1	310659	311108
SRR072233.6547	376nt	1.6e-147	288	37	324	+	98.97%	NC_000915.1	875194	875482
SRR072233.6548	669nt	3.4e-206	405	10	414	+	98.53%	NC_000915.1	1135704	1136108
SRR072233.6841	492nt	1.0e-175	357	86	442	+	97.77%	NC_000915.1	473112	473466
SRR072233.7055	532nt	1.5e-189	407	407	1	-	96.09%	NC_000915.1	109696	110100
SRR072233.7089	496nt	1.5e-241	445	445	1	-	99.55%	NC_000915.1	1030685	1031129
SRR072233.6731	541nt	1.7e-278	529	1	529	+	99.06%	NC_000915.1	171827	172354
SRR072233.6976	843nt	2.2e-59	123	123	1	-	99.19%	NC_000915.1	184538	184661
SRR072233.6894	557nt	5.9e-163	313	313	1	-	99.04%	NC_000915.1	741313	741623
SRR072233.7145	489nt	1.5e-174	349	1	349	+	98.58%	NC_000915.1	1033643	1033990
SRR072233.6572	560nt	6.5e-293	527	1	527	+	99.81%	NC_000915.1	546104	546631
SRR072233.7266	578nt	4.6e-108	223	68	290	+	97.76%	NC_000915.1	385841	386060
SRR072233.6989	502nt	4.5e-63	123	123	1	-	100.00%	NC_000915.1	524548	524670
SRR072233.6990	332nt	5.3e-39	90	171	82	-	96.67%	NC_000915.1	1208533	1208622
SRR072233.7316	538nt	4.3e-268	485	485	1	-	99.79%	NC_000915.1	1271747	1272230
SRR072233.6990	332nt	5.3e-39	90	171	82	-	96.67%	NC_000915.1	1512087	1512176
SRR072233.6993	428nt	1.0e-182	351	6	356	+	99.15%	NC_000915.1	520913	521260
SRR072233.6760	441nt	4.8e-215	393	393	1	-	99.75%	NC_000915.1	49884	50275
SRR072233.7330	497nt	1.5e-241	441	441	1	-	99.55%	NC_000915.1	287360	287798
SRR072233.7169	376nt	3.6e-167	321	326	6	-	99.07%	NC_000915.1	1316475	1316798
SRR072233.7170	521nt	4.0e-123	269	269	1	-	96.67%	NC_000915.1	309350	309616
SRR072233.7715	439nt	8.9e-217	389	1	389	+	100.00%	NC_000915.1	837908	838296
SRR072233.7341	571nt	7.3e-289	541	541	1	-	99.08%	NC_000915.1	383848	384385
SRR072233.6593	510nt	4.1e-134	268	1	268	+	98.51%	NC_000915.1	615697	615962
SRR072233.7196	465nt	1.4e-226	419	1	419	+	99.52%	NC_000915.1	532001	532419
SRR072233.7537	461nt	1.4e-226	406	406	1	-	100.00%	NC_000915.1	123574	123979
SRR072233.7627	546nt	1.8e-263	491	491	1	-	99.39%	NC_000915.1	800510	800997
SRR072233.7631	486nt	2.1e-199	433	1	433	+	97.26%	NC_000915.1	526773	527203
SRR072233.7633	484nt	1.6e-237	425	425	1	-	100.00%	NC_000915.1	1368973	1369397
SRR072233.7809	579nt	1.9e-278	526	526	1	-	98.87%	NC_000915.1	1262064	1262590
SRR072233.7913	494nt	3.5e-19	47	47	1	-	100.00%	NC_000915.1	1435191	1435237
SRR072233.7400	602nt	6.0e-59	179	361	539	+	91.11%	NC_000915.1	492763	492939
SRR072233.7592	444nt	1.8e-214	391	1	391	+	99.74%	NC_000915.1	1300863	1301254
SRR072233.7790	510nt	1.2e-249	459	1	459	+	99.35%	NC_000915.1	1568994	1569455
SRR072233.7664	445nt	2.3e-206	390	1	390	+	99.23%	NC_000915.1	494080	494470
SRR072233.7969	640nt	1.4e-26	69	265	197	-	95.65%	NC_000915.1	1512292	1512360
SRR072233.7969	640nt	1.4e-26	69	265	197	-	95.65%	NC_000915.1	1208738	1208806
SRR072233.7991	407nt	2.5e-198	357	1	357	+	100.00%	NC_000915.1	763792	764148
SRR072233.7844	458nt	4.5e-193	369	1	369	+	99.19%	NC_000915.1	355273	355638
SRR072233.7461	576nt	2.1e-140	286	5	290	+	97.58%	NC_000915.1	706776	707063
SRR072233.7463	511nt	5.2e-245	463	463	1	-	99.14%	NC_000915.1	150618	151082
SRR072233.7887	562nt	1.1e-190	368	1	368	+	98.91%	NC_000915.1	1433929	1434293
SRR072233.8210	464nt	6.1e-88	197	231	35	-	97.00%	NC_000915.1	1094337	1094535
SRR072233.8621	473nt	4.9e-111	234	1	234	+	97.89%	NC_000915.1	921178	921413
SRR072233.8218	421nt	5.3e-196	372	372	1	-	99.20%	NC_000915.1	1440628	1441000
SRR072233.8220	518nt	1.9e-259	469	469	1	-	99.79%	NC_000915.1	1516814	1517283
SRR072233.8114	447nt	7.6e-24	62	1	62	+	98.39%	NC_000915.1	905863	905923
SRR072233.8429	477nt	4.6e-234	419	419	1	-	100.00%	NC_000915.1	1185803	1186221
SRR072233.8267	392nt	1.6e-147	336	342	7	-	95.87%	NC_000915.1	1131332	1131666
SRR072233.8438	502nt	2.4e-236	450	1	450	+	99.11%	NC_000915.1	465621	466068
SRR072233.8441	549nt	6.5e-159	327	327	1	-	96.96%	NC_000915.1	975738	976063
SRR072233.8150	381nt	6.4e-184	332	332	1	-	100.00%	NC_000915.1	1286257	1286588
SRR072233.8522	331nt	2.7e-26	114	239	126	-	91.45%	NC_000915.1	755659	755771
SRR072233.8652	505nt	1.8e-140	264	1	264	+	99.62%	NC_000915.1	609923	610185
SRR072233.8164	212nt	4.6e-79	156	158	3	-	99.36%	NC_000915.1	207402	207558
SRR072233.8166	567nt	3.9e-287	531	531	1	-	99.44%	NC_000915.1	867392	867921
SRR072233.8054	547nt	3.4e-265	498	1	498	+	99.20%	NC_000915.1	274668	275167
SRR072233.8485	502nt	2.7e-31	86	86	1	-	95.40%	NC_000915.1	608846	608930
SRR072233.8486	609nt	1.5e-48	114	26	139	+	96.58%	NC_000915.1	741869	741985
SRR072233.8833	362nt	1.3e-58	139	10	148	+	95.00%	NC_000915.1	810985	811124
SRR072233.8492	559nt	3.5e-265	505	1	505	+	99.02%	NC_000915.1	617935	618440
SRR072233.8726	560nt	9.9e-76	171	171	1	-	97.69%	NC_000915.1	75814	75984
SRR072233.8061	568nt	4.1e-19	63	469	407	-	93.65%	NC_000915.1	1209013	1209074
SRR072233.8061	568nt	4.1e-19	63	469	407	-	93.65%	NC_000915.1	1512566	1512627
SRR072233.8670	148nt	2.0e-43	107	1	107	+	95.45%	NC_000915.1	1407392	1407501
SRR072233.8064	526nt	1.1e-242	471	6	476	+	98.52%	NC_000915.1	1418290	1418760
SRR072233.8849	272nt	6.4e-90	197	31	227	+	97.50%	NC_000915.1	496447	496645
SRR072233.8910	548nt	2.2e-229	473	1	473	+	97.28%	NC_000915.1	1089988	1090463
SRR072233.8920	349nt	1.3e-166	302	1	302	+	100.00%	NC_000915.1	631287	631588
SRR072233.9001	525nt	3.7e-246	472	1	472	+	98.95%	NC_000915.1	1577672	1578144
SRR072233.8689	598nt	4.1e-261	505	505	1	-	98.62%	NC_000915.1	1159822	1160325
SRR072233.8937	697nt	4.2e-79	170	1	170	+	97.65%	NC_000915.1	609319	609485
SRR072233.9116	428nt	5.8e-73	153	1	153	+	98.70%	NC_000915.1	974626	974778
SRR072233.8583	373nt	1.5e-147	308	6	313	+	97.11%	NC_000915.1	545309	545617
SRR072233.8778	586nt	1.8e-66	142	1	142	+	97.93%	NC_000915.1	1403453	1403597
SRR072233.8942	508nt	8.9e-143	261	261	1	-	100.00%	NC_000915.1	506078	506338
SRR072233.8943	554nt	3.0e-284	518	518	1	-	99.42%	NC_000915.1	210574	211092
SRR072233.9053	911nt	4.0e-39	94	1	94	+	97.92%	NC_000915.1	1492864	1492959
SRR072233.8969	408nt	2.1e-191	359	1	359	+	99.44%	NC_000915.1	763792	764148
SRR072233.8973	433nt	2.1e-87	198	1	198	+	97.50%	NC_000915.1	516741	516937
SRR072233.8974	496nt	1.1e-67	152	152	1	-	98.03%	NC_000915.1	646219	646367
SRR072233.9062	635nt	1.5e-89	187	20	206	+	98.42%	NC_000915.1	861616	861805
SRR072233.9304	368nt	3.9e-29	71	75	5	-	98.59%	NC_000915.1	1120979	1121048
SRR072233.8857	633nt	5.2e-294	543	543	1	-	99.26%	NC_000915.1	1538237	1538777
SRR072233.8863	414nt	2.3e-68	155	1	155	+	94.94%	NC_000915.1	1147443	1147600
