SRR072233.1951	465nt	2.5e-40	117	1	117	+	94.92%	NC_003210.1	1737435	1737549
SRR072233.1980	531nt	4.9e-232	453	16	468	+	98.46%	NC_003210.1	169785	170237
SRR072233.1988	408nt	9.1e-129	249	249	1	-	98.80%	NC_003210.1	1939129	1939378
SRR072233.1993	516nt	4.4e-195	366	366	1	-	99.45%	NC_003210.1	1396497	1396860
SRR072233.1999	493nt	6.1e-153	345	1	345	+	93.62%	NC_003210.1	240130	240474
SRR072233.1999	493nt	6.1e-153	345	1	345	+	93.62%	NC_003210.1	246151	246495
SRR072233.1999	493nt	6.1e-153	345	345	1	-	93.62%	NC_003210.1	1744812	1745156
SRR072233.1999	493nt	6.1e-153	345	345	1	-	93.62%	NC_003210.1	1850733	1851077
SRR072233.1999	493nt	6.1e-153	345	345	1	-	93.62%	NC_003210.1	2439753	2440097
SRR072233.1999	493nt	6.1e-153	345	345	1	-	93.62%	NC_003210.1	2674762	2675106
SRR072233.2039	464nt	1.1e-206	409	1	409	+	98.30%	NC_003210.1	2263720	2264128
SRR072233.2046	465nt	4.4e-57	138	55	192	+	96.43%	NC_003210.1	278781	278919
SRR072233.2049	538nt	7.2e-123	253	255	3	-	98.43%	NC_003210.1	2919751	2920003
SRR072233.2065	474nt	1.3e-228	423	1	423	+	99.53%	NC_003210.1	2420029	2420451
SRR072233.2067	538nt	2.6e-204	386	111	496	+	99.23%	NC_003210.1	2542867	2543255
SRR072233.2085	361nt	3.1e-154	314	314	1	-	98.42%	NC_003210.1	2377000	2377312
SRR072233.2093	489nt	2.4e-204	401	1	401	+	98.25%	NC_003210.1	2168625	2169022
SRR072233.2098	440nt	6.9e-63	139	301	163	-	97.84%	NC_003210.1	824513	824648
SRR072233.2104	481nt	1.0e-236	424	1	424	+	100.00%	NC_003210.1	56086	56509
SRR072233.2113	549nt	2.3e-156	306	1	306	+	99.02%	NC_003210.1	146959	147261
SRR072233.2131	526nt	1.4e-202	398	398	1	-	98.75%	NC_003210.1	452358	452754
SRR072233.2195	354nt	9.6e-54	172	198	27	-	90.86%	NC_003210.1	426015	426187
SRR072233.2215	472nt	4.5e-57	125	4	128	+	97.60%	NC_003210.1	1613961	1614083
SRR072233.2337	462nt	1.7e-15	62	329	390	+	95.16%	NC_003210.1	1272412	1272470
SRR072233.2398	406nt	1.1e-27	71	8	78	+	97.22%	NC_003210.1	1746812	1746883
SRR072233.2398	406nt	1.1e-27	71	8	78	+	97.22%	NC_003210.1	1852733	1852804
SRR072233.2398	406nt	1.1e-27	71	8	78	+	97.22%	NC_003210.1	2442004	2442075
SRR072233.2398	406nt	1.1e-27	71	8	78	+	97.22%	NC_003210.1	2677013	2677084
SRR072233.2398	406nt	1.1e-27	71	78	8	-	97.22%	NC_003210.1	238403	238474
SRR072233.2398	406nt	1.1e-27	71	78	8	-	97.22%	NC_003210.1	244424	244495
SRR072233.2488	547nt	4.7e-288	546	2	547	+	99.09%	NC_003210.1	976867	977411
SRR072233.2503	439nt	1.9e-208	387	1	387	+	99.49%	NC_003210.1	773982	774370
SRR072233.2524	505nt	1.1e-236	456	1	456	+	98.91%	NC_003210.1	1626158	1626614
SRR072233.2532	442nt	1.1e-217	391	1	391	+	100.00%	NC_003210.1	48847	49237
SRR072233.2571	365nt	1.5e-130	258	57	314	+	98.85%	NC_003210.1	91439	91699
SRR072233.2583	464nt	4.5e-16	48	48	1	-	97.96%	NC_003210.1	1866743	1866791
SRR072233.2656	467nt	2.3e-230	420	1	420	+	99.76%	NC_003210.1	1092771	1093189
SRR072233.2707	513nt	5.7e-224	427	427	1	-	99.07%	NC_003210.1	2336327	2336755
SRR072233.2721	354nt	2.9e-169	307	1	307	+	100.00%	NC_003210.1	1632307	1632613
SRR072233.2771	483nt	4.7e-16	60	369	428	+	91.80%	NC_003210.1	1746265	1746325
SRR072233.2771	483nt	4.7e-16	60	369	428	+	91.80%	NC_003210.1	1852186	1852246
SRR072233.2771	483nt	4.7e-16	60	369	428	+	91.80%	NC_003210.1	2441457	2441517
SRR072233.2771	483nt	4.7e-16	60	369	428	+	91.80%	NC_003210.1	2676466	2676526
SRR072233.2771	483nt	4.7e-16	60	428	369	-	91.80%	NC_003210.1	238961	239021
SRR072233.2771	483nt	4.7e-16	60	428	369	-	91.80%	NC_003210.1	244982	245042
SRR072233.2775	509nt	1.0e-225	438	1	438	+	98.86%	NC_003210.1	1518534	1518970
SRR072233.2803	694nt	1.6e-20	56	1	56	+	96.43%	NC_003210.1	237481	237536
SRR072233.2803	694nt	1.6e-20	56	1	56	+	96.43%	NC_003210.1	243502	243557
SRR072233.2803	694nt	1.6e-20	56	56	1	-	96.43%	NC_003210.1	1747750	1747805
SRR072233.2803	694nt	1.6e-20	56	56	1	-	96.43%	NC_003210.1	1853671	1853726
SRR072233.2803	694nt	1.6e-20	56	56	1	-	96.43%	NC_003210.1	2442942	2442997
SRR072233.2803	694nt	1.6e-20	56	56	1	-	96.43%	NC_003210.1	2677951	2678006
SRR072233.2824	501nt	2.1e-249	452	452	1	-	99.78%	NC_003210.1	2907110	2907562
SRR072233.2826	566nt	2.8e-297	550	550	1	-	99.45%	NC_003210.1	563211	563757
SRR072233.2830	529nt	2.7e-256	478	1	478	+	99.37%	NC_003210.1	944935	945411
SRR072233.2859	360nt	7.8e-103	206	206	1	-	99.03%	NC_003210.1	672587	672790
SRR072233.2872	164nt	7.1e-60	117	117	1	-	100.00%	NC_003210.1	1600166	1600282
SRR072233.2885	409nt	9.4e-181	358	1	358	+	98.62%	NC_003210.1	1571527	1571887
SRR072233.2907	214nt	5.4e-69	146	1	146	+	98.64%	NC_003210.1	514828	514973
SRR072233.2907	214nt	6.5e-35	110	1	110	+	90.09%	NC_003210.1	514151	514261
SRR072233.2980	409nt	1.9e-85	201	140	340	+	96.55%	NC_003210.1	75522	75721
SRR072233.2994	462nt	3.4e-214	410	1	410	+	99.03%	NC_003210.1	583918	584329
SRR072233.3005	382nt	1.4e-149	309	7	315	+	98.07%	NC_003210.1	1266402	1266709
SRR072233.3022	550nt	1.5e-280	519	519	1	-	99.42%	NC_003210.1	950401	950920
SRR072233.3061	591nt	2.8e-312	581	1	581	+	99.31%	NC_003210.1	591594	592174
SRR072233.3068	475nt	1.8e-227	420	2	421	+	99.53%	NC_003210.1	587304	587725
SRR072233.3097	465nt	3.0e-233	418	418	1	-	100.00%	NC_003210.1	293791	294208
SRR072233.3163	564nt	2.2e-160	320	5	324	+	98.14%	NC_003210.1	1180146	1180466
SRR072233.3174	476nt	1.3e-27	62	1	62	+	100.00%	NC_003210.1	2333230	2333291
SRR072233.3185	584nt	1.9e-127	262	262	1	-	98.09%	NC_003210.1	1862392	1862650
SRR072233.3203	560nt	5.9e-53	112	112	1	-	99.12%	NC_003210.1	1141847	1141959
SRR072233.3259	413nt	2.2e-200	364	1	364	+	99.73%	NC_003210.1	1395502	1395865
SRR072233.3283	509nt	3.6e-162	309	309	1	-	99.35%	NC_003210.1	2806400	2806706
SRR072233.3296	408nt	2.5e-21	77	1	77	+	91.14%	NC_003210.1	2802416	2802493
SRR072233.3323	701nt	7.0e-42	112	115	4	-	96.52%	NC_003210.1	2282625	2282738
SRR072233.3371	477nt	8.4e-219	405	427	23	-	99.51%	NC_003210.1	1385893	1386299
SRR072233.3387	391nt	2.9e-13	40	287	248	-	97.50%	NC_003210.1	1531436	1531475
SRR072233.3442	426nt	4.6e-38	114	166	279	+	95.65%	NC_003210.1	311565	311675
SRR072233.3463	494nt	1.4e-239	443	443	1	-	99.33%	NC_003210.1	1597802	1598245
SRR072233.3548	372nt	1.9e-174	316	1	316	+	100.00%	NC_003210.1	1432278	1432593
SRR072233.3574	555nt	9.4e-234	440	1	440	+	99.32%	NC_003210.1	421753	422189
SRR072233.3615	512nt	1.3e-16	58	262	319	+	91.38%	NC_003210.1	82705	82762
SRR072233.3663	411nt	1.4e-190	363	1	363	+	98.90%	NC_003210.1	541801	542160
SRR072233.3665	493nt	1.2e-57	138	254	391	+	94.20%	NC_003210.1	238337	238474
SRR072233.3665	493nt	1.2e-57	138	254	391	+	94.20%	NC_003210.1	244358	244495
SRR072233.3665	493nt	1.2e-57	138	391	254	-	94.20%	NC_003210.1	1746812	1746949
SRR072233.3665	493nt	1.2e-57	138	391	254	-	94.20%	NC_003210.1	1852733	1852870
SRR072233.3665	493nt	1.2e-57	138	391	254	-	94.20%	NC_003210.1	2442004	2442141
SRR072233.3665	493nt	1.2e-57	138	391	254	-	94.20%	NC_003210.1	2677013	2677150
SRR072233.3722	399nt	2.9e-188	349	1	349	+	99.14%	NC_003210.1	952067	952415
SRR072233.3733	460nt	1.2e-176	347	1	347	+	98.85%	NC_003210.1	1124168	1124512
SRR072233.3771	405nt	8.1e-200	360	1	360	+	100.00%	NC_003210.1	541801	542160
SRR072233.3787	488nt	5.2e-239	434	5	438	+	99.77%	NC_003210.1	1180145	1180579
SRR072233.3901	441nt	3.4e-158	306	87	392	+	99.03%	NC_003210.1	42713	43021
SRR072233.3935	543nt	1.0e-136	285	206	490	+	98.25%	NC_003210.1	2200377	2200658
SRR072233.3954	590nt	2.4e-238	465	486	22	-	98.72%	NC_003210.1	146173	146639
SRR072233.4013	540nt	1.6e-265	487	487	1	-	99.59%	NC_003210.1	1643900	1644386
SRR072233.4137	550nt	3.6e-259	499	1	499	+	98.41%	NC_003210.1	176049	176548
SRR072233.4153	368nt	5.6e-171	322	322	1	-	99.38%	NC_003210.1	2113317	2113640
SRR072233.4199	504nt	1.0e-240	457	457	1	-	99.13%	NC_003210.1	1436006	1436462
SRR072233.4257	541nt	7.7e-201	382	382	1	-	98.69%	NC_003210.1	472917	473296
SRR072233.4263	309nt	6.5e-144	263	263	1	-	100.00%	NC_003210.1	622253	622515
SRR072233.4285	488nt	5.8e-235	441	1	441	+	99.32%	NC_003210.1	1805007	1805446
SRR072233.4308	586nt	1.5e-16	52	298	349	+	94.23%	NC_003210.1	1705692	1705743
SRR072233.4308	586nt	1.2e-292	541	541	1	-	99.45%	NC_003210.1	51490	52029
SRR072233.4308	586nt	5.7e-16	51	348	298	-	94.12%	NC_003210.1	678315	678365
SRR072233.4308	586nt	8.2e-15	46	343	298	-	95.65%	NC_003210.1	509309	509354
SRR072233.4308	586nt	2.8e-18	46	343	298	-	100.00%	NC_003210.1	513773	513818
SRR072233.4308	586nt	1.2e-13	41	338	298	-	97.56%	NC_003210.1	803053	803093
SRR072233.4329	552nt	2.3e-197	374	506	133	-	99.20%	NC_003210.1	2432483	2432859
SRR072233.4334	472nt	6.4e-216	407	408	2	-	99.02%	NC_003210.1	2621733	2622136
SRR072233.4458	593nt	1.3e-102	210	210	1	-	98.59%	NC_003210.1	899776	899988
SRR072233.4485	512nt	1.5e-224	429	434	6	-	98.84%	NC_003210.1	1940004	1940431
SRR072233.4583	426nt	9.5e-196	372	1	372	+	99.20%	NC_003210.1	344074	344446
SRR072233.4598	406nt	1.6e-186	357	357	1	-	99.16%	NC_003210.1	2663896	2664251
SRR072233.4640	503nt	1.5e-224	418	418	1	-	99.04%	NC_003210.1	1188294	1188709
SRR072233.4714	531nt	1.7e-261	477	1	477	+	99.37%	NC_003210.1	1249907	1250385
SRR072233.4785	505nt	5.0e-202	407	448	42	-	97.56%	NC_003210.1	2457646	2458054
SRR072233.4819	523nt	1.1e-65	153	91	243	+	97.44%	NC_003210.1	1864056	1864210
SRR072233.4838	467nt	1.3e-213	412	412	1	-	98.79%	NC_003210.1	1494356	1494766
SRR072233.4940	504nt	2.2e-249	453	453	1	-	99.78%	NC_003210.1	27325	27776
SRR072233.4946	454nt	6.8e-145	268	2	269	+	99.63%	NC_003210.1	164900	165167
SRR072233.4954	539nt	4.8e-273	494	1	494	+	99.80%	NC_003210.1	1058721	1059213
SRR072233.4999	521nt	7.6e-253	472	1	472	+	99.37%	NC_003210.1	1378367	1378837
SRR072233.5063	528nt	7.0e-257	478	1	478	+	99.38%	NC_003210.1	301108	301586
SRR072233.5064	468nt	2.1e-234	420	420	1	-	100.00%	NC_003210.1	317965	318384
SRR072233.5077	481nt	8.9e-230	437	1	437	+	98.86%	NC_003210.1	2469328	2469765
SRR072233.5100	396nt	4.5e-183	343	1	343	+	99.42%	NC_003210.1	501709	502053
SRR072233.5234	540nt	7.7e-294	539	539	1	-	99.44%	NC_003210.1	14033	14571
SRR072233.5243	524nt	1.1e-225	448	20	467	+	97.57%	NC_003210.1	1251495	1251944
SRR072233.5300	282nt	5.6e-66	146	14	159	+	97.99%	NC_003210.1	698041	698189
SRR072233.5349	489nt	1.1e-154	306	80	385	+	98.69%	NC_003210.1	1295393	1295695
SRR072233.5363	533nt	3.7e-296	533	1	533	+	99.81%	NC_003210.1	941514	942047
SRR072233.5372	474nt	9.7e-226	412	1	412	+	99.76%	NC_003210.1	1827312	1827722
SRR072233.5397	470nt	6.9e-186	352	352	1	-	99.15%	NC_003210.1	1774832	1775180
SRR072233.5442	391nt	5.7e-186	343	1	343	+	99.71%	NC_003210.1	288186	288527
SRR072233.5504	373nt	1.3e-30	73	73	1	-	98.65%	NC_003210.1	1123997	1124070
SRR072233.5553	560nt	1.4e-31	106	106	1	-	90.83%	NC_003210.1	482370	482476
SRR072233.5570	391nt	4.0e-187	344	344	1	-	99.71%	NC_003210.1	2550999	2551343
SRR072233.5604	565nt	6.3e-224	461	2	462	+	98.06%	NC_003210.1	422629	423088
SRR072233.5624	627nt	1.4e-61	133	133	1	-	97.76%	NC_003210.1	1862517	1862650
SRR072233.5682	615nt	9.7e-130	257	43	299	+	98.85%	NC_003210.1	2682133	2682392
SRR072233.5712	486nt	2.0e-238	433	1	433	+	99.77%	NC_003210.1	2136074	2136507
SRR072233.5795	418nt	1.2e-198	365	365	1	-	99.73%	NC_003210.1	1854873	1855236
SRR072233.5876	461nt	1.6e-164	317	411	95	-	99.06%	NC_003210.1	2208266	2208585
SRR072233.5944	431nt	4.7e-198	378	1	378	+	99.21%	NC_003210.1	1330775	1331149
SRR072233.5950	579nt	2.1e-309	564	1	564	+	99.65%	NC_003210.1	2656090	2656651
SRR072233.5975	508nt	1.2e-165	307	1	307	+	99.68%	NC_003210.1	83442	83749
SRR072233.6041	538nt	1.1e-292	535	1	535	+	99.63%	NC_003210.1	1417505	1418037
SRR072233.6067	470nt	5.6e-168	323	423	101	-	99.08%	NC_003210.1	1382641	1382966
SRR072233.6108	492nt	1.4e-213	409	32	440	+	99.03%	NC_003210.1	950367	950777
SRR072233.6133	503nt	2.3e-193	370	370	1	-	99.19%	NC_003210.1	614344	614710
SRR072233.6164	465nt	4.7e-228	409	409	1	-	100.00%	NC_003210.1	1245076	1245484
SRR072233.6216	406nt	3.5e-20	71	180	110	-	91.55%	NC_003210.1	2437325	2437394
SRR072233.6216	406nt	3.5e-20	71	180	110	-	91.55%	NC_003210.1	1741648	1741717
SRR072233.6246	570nt	1.3e-195	378	506	129	-	98.95%	NC_003210.1	331047	331426
SRR072233.6263	388nt	4.4e-183	338	338	1	-	99.41%	NC_003210.1	882408	882747
SRR072233.6318	516nt	2.4e-286	516	516	1	-	99.81%	NC_003210.1	1174463	1174979
SRR072233.6335	450nt	1.6e-216	403	1	403	+	99.50%	NC_003210.1	743147	743547
SRR072233.6382	473nt	1.5e-235	429	1	429	+	99.77%	NC_003210.1	2182532	2182959
SRR072233.6385	453nt	1.6e-216	401	401	1	-	99.50%	NC_003210.1	591338	591740
SRR072233.6410	417nt	8.3e-107	241	83	323	+	95.49%	NC_003210.1	2601250	2601493
SRR072233.6448	518nt	1.4e-202	378	378	1	-	99.47%	NC_003210.1	2428796	2429173
SRR072233.6463	562nt	1.6e-280	514	514	1	-	99.61%	NC_003210.1	1046249	1046760
SRR072233.6487	477nt	1.1e-154	303	1	303	+	99.01%	NC_003210.1	560157	560456
SRR072233.6522	540nt	1.1e-251	487	487	1	-	98.57%	NC_003210.1	2643592	2644078
SRR072233.6534	460nt	6.6e-227	407	1	407	+	100.00%	NC_003210.1	2779915	2780321
SRR072233.6555	525nt	1.2e-247	477	1	477	+	98.75%	NC_003210.1	2827746	2828222
SRR072233.6654	488nt	7.3e-212	395	7	401	+	99.49%	NC_003210.1	2421842	2422234
SRR072233.6658	579nt	1.3e-128	266	266	1	-	98.13%	NC_003210.1	2081335	2081600
SRR072233.6662	608nt	5.4e-20	70	70	1	-	93.06%	NC_003210.1	1073340	1073411
SRR072233.6664	476nt	1.3e-228	428	428	1	-	99.30%	NC_003210.1	573315	573745
SRR072233.6694	583nt	3.2e-133	254	254	1	-	98.82%	NC_003210.1	2516858	2517111
SRR072233.6728	538nt	3.2e-289	536	1	536	+	99.44%	NC_003210.1	1417505	1418037
SRR072233.6778	495nt	2.4e-230	445	445	1	-	98.43%	NC_003210.1	2176712	2177155
SRR072233.6812	561nt	8.4e-279	542	542	1	-	98.53%	NC_003210.1	1695190	1695728
SRR072233.6831	470nt	2.0e-48	112	112	1	-	98.21%	NC_003210.1	786698	786807
SRR072233.6908	496nt	3.0e-248	450	1	450	+	99.78%	NC_003210.1	268300	268750
SRR072233.6936	484nt	1.4e-239	438	438	1	-	99.54%	NC_003210.1	1701325	1701763
SRR072233.6951	501nt	1.1e-221	432	432	1	-	98.62%	NC_003210.1	552143	552577
SRR072233.6977	580nt	7.9e-283	535	540	6	-	98.69%	NC_003210.1	1716593	1717125
SRR072233.7038	442nt	4.5e-187	382	3	384	+	96.86%	NC_003210.1	238214	238593
SRR072233.7038	442nt	4.5e-187	382	3	384	+	96.86%	NC_003210.1	244235	244614
SRR072233.7038	442nt	4.5e-187	382	384	3	-	96.86%	NC_003210.1	1746693	1747072
SRR072233.7038	442nt	4.5e-187	382	384	3	-	96.86%	NC_003210.1	1852614	1852993
SRR072233.7038	442nt	4.5e-187	382	384	3	-	96.86%	NC_003210.1	2441885	2442264
SRR072233.7038	442nt	4.5e-187	382	384	3	-	96.86%	NC_003210.1	2676894	2677273
SRR072233.7109	457nt	4.3e-124	335	1	335	+	91.10%	NC_003210.1	2869251	2869582
SRR072233.7223	485nt	1.3e-228	443	443	1	-	98.43%	NC_003210.1	2621767	2622210
SRR072233.7238	487nt	2.3e-44	130	114	243	+	90.00%	NC_003210.1	239412	239541
SRR072233.7238	487nt	2.3e-44	130	243	114	-	90.00%	NC_003210.1	1745745	1745874
SRR072233.7238	487nt	2.3e-44	130	243	114	-	90.00%	NC_003210.1	1851666	1851795
SRR072233.7238	487nt	2.3e-44	130	243	114	-	90.00%	NC_003210.1	2440686	2440815
SRR072233.7238	487nt	2.3e-44	130	243	114	-	90.00%	NC_003210.1	2675695	2675824
SRR072233.7254	530nt	3.4e-259	475	1	475	+	99.58%	NC_003210.1	58460	58936
SRR072233.7258	545nt	4.9e-273	545	545	1	-	97.07%	NC_003210.1	2926263	2926805
SRR072233.7286	465nt	4.0e-221	409	1	409	+	99.51%	NC_003210.1	1559916	1560326
SRR072233.7291	509nt	4.2e-76	159	159	1	-	98.11%	NC_003210.1	1126246	1126403
SRR072233.7365	499nt	2.9e-170	341	1	341	+	98.55%	NC_003210.1	299962	300303
SRR072233.7366	505nt	2.7e-107	260	4	263	+	95.45%	NC_003210.1	1357636	1357896
SRR072233.7388	632nt	6.3e-42	117	117	1	-	92.31%	NC_003210.1	2138646	2138760
SRR072233.7404	471nt	5.1e-198	397	7	403	+	98.25%	NC_003210.1	2821506	2821903
SRR072233.7406	396nt	3.6e-165	346	348	3	-	96.84%	NC_003210.1	2313783	2314127
SRR072233.7429	451nt	9.2e-226	405	1	405	+	100.00%	NC_003210.1	1308300	1308704
SRR072233.7436	486nt	1.4e-146	282	436	155	-	99.29%	NC_003210.1	1556202	1556481
SRR072233.7441	1287nt	2.9e-76	147	1	147	+	100.00%	NC_003210.1	2260710	2260856
SRR072233.7452	382nt	8.3e-170	308	10	317	+	100.00%	NC_003210.1	2012537	2012844
SRR072233.7509	492nt	2.3e-245	439	1	439	+	100.00%	NC_003210.1	2368611	2369049
SRR072233.7546	414nt	9.2e-196	366	366	1	-	99.46%	NC_003210.1	477941	478306
SRR072233.7579	536nt	3.0e-252	484	484	1	-	98.97%	NC_003210.1	1327660	1328142
SRR072233.7585	540nt	1.7e-142	285	285	1	-	98.26%	NC_003210.1	870404	870688
SRR072233.7618	535nt	6.6e-153	325	1	325	+	97.87%	NC_003210.1	2180030	2180353
SRR072233.7644	424nt	7.0e-208	374	374	1	-	100.00%	NC_003210.1	1380780	1381153
SRR072233.7661	481nt	2.9e-222	426	7	432	+	99.06%	NC_003210.1	856640	857063
SRR072233.7697	397nt	7.5e-189	348	348	1	-	99.71%	NC_003210.1	1374295	1374641
SRR072233.7702	494nt	1.4e-239	447	447	1	-	99.33%	NC_003210.1	1130303	1130752
SRR072233.7719	585nt	0.0e+00	582	1	582	+	99.66%	NC_003210.1	1786943	1787522
SRR072233.7756	619nt	1.1e-177	341	1	341	+	98.83%	NC_003210.1	681657	681994
SRR072233.7761	486nt	2.3e-152	305	1	305	+	98.36%	NC_003210.1	217693	217994
SRR072233.7797	400nt	1.5e-186	349	1	349	+	99.43%	NC_003210.1	502924	503274
SRR072233.7848	514nt	1.9e-242	460	460	1	-	99.13%	NC_003210.1	2337327	2337786
SRR072233.7849	354nt	1.1e-168	306	306	1	-	100.00%	NC_003210.1	2301849	2302154
SRR072233.7866	524nt	2.6e-256	471	471	1	-	99.58%	NC_003210.1	1348268	1348738
SRR072233.7907	439nt	1.1e-217	391	391	1	-	100.00%	NC_003210.1	2561811	2562201
SRR072233.7954	493nt	1.6e-246	441	441	1	-	100.00%	NC_003210.1	770169	770609
SRR072233.7995	459nt	4.6e-228	409	409	1	-	100.00%	NC_003210.1	2467208	2467616
SRR072233.8009	487nt	8.5e-219	421	18	438	+	98.11%	NC_003210.1	1124767	1125190
SRR072233.8011	537nt	7.4e-242	485	485	1	-	97.54%	NC_003210.1	1339187	1339671
SRR072233.8034	484nt	1.1e-113	281	284	4	-	95.44%	NC_003210.1	2282460	2282738
SRR072233.8038	452nt	7.2e-223	400	400	1	-	100.00%	NC_003210.1	391987	392386
SRR072233.8076	529nt	2.5e-85	183	183	1	-	98.36%	NC_003210.1	2754628	2754807
SRR072233.8080	545nt	7.7e-268	503	503	1	-	99.21%	NC_003210.1	2662455	2662959
SRR072233.8094	537nt	9.4e-286	522	522	1	-	99.62%	NC_003210.1	1553241	1553762
SRR072233.8098	462nt	3.0e-192	365	412	48	-	99.18%	NC_003210.1	2930435	2930802
SRR072233.8121	520nt	1.4e-228	460	460	1	-	97.84%	NC_003210.1	616159	616617
SRR072233.8136	513nt	9.0e-219	411	411	1	-	99.28%	NC_003210.1	2742394	2742807
SRR072233.8142	402nt	8.0e-107	230	1	230	+	96.97%	NC_003210.1	2010915	2011142
SRR072233.8154	438nt	9.0e-159	301	391	91	-	99.34%	NC_003210.1	2208397	2208699
SRR072233.8198	522nt	1.4e-254	467	1	467	+	99.36%	NC_003210.1	1394283	1394750
SRR072233.8204	546nt	7.1e-298	530	1	530	+	100.00%	NC_003210.1	2242373	2242902
